Time,Signal,Channel,Sample
0.325,1.194223,2475ChA ex488/em509,Nedd4-2
0.3333333,1.1924649999999999,2475ChA ex488/em509,Nedd4-2
0.3416667,1.1918790000000001,2475ChA ex488/em509,Nedd4-2
0.35,1.193832,2475ChA ex488/em509,Nedd4-2
0.3583333,1.195981,2475ChA ex488/em509,Nedd4-2
0.3666667,1.1989100000000001,2475ChA ex488/em509,Nedd4-2
0.375,1.200864,2475ChA ex488/em509,Nedd4-2
0.3833333,1.203012,2475ChA ex488/em509,Nedd4-2
0.3916667,1.204184,2475ChA ex488/em509,Nedd4-2
0.4,1.205551,2475ChA ex488/em509,Nedd4-2
0.4083333,1.206528,2475ChA ex488/em509,Nedd4-2
0.41666670000000006,1.207309,2475ChA ex488/em509,Nedd4-2
0.425,1.2077,2475ChA ex488/em509,Nedd4-2
0.4333333,1.207309,2475ChA ex488/em509,Nedd4-2
0.4416667,1.206137,2475ChA ex488/em509,Nedd4-2
0.45,1.204184,2475ChA ex488/em509,Nedd4-2
0.45833329999999994,1.2000819999999999,2475ChA ex488/em509,Nedd4-2
0.46666670000000005,1.19559,2475ChA ex488/em509,Nedd4-2
0.475,1.190707,2475ChA ex488/em509,Nedd4-2
0.48333329999999997,1.185629,2475ChA ex488/em509,Nedd4-2
0.4916667,1.1821139999999999,2475ChA ex488/em509,Nedd4-2
0.5,0.0,2475ChA ex488/em509,Nedd4-2
0.5083333,4.882813e-05,2475ChA ex488/em509,Nedd4-2
0.5166667,-0.0008666992,2475ChA ex488/em509,Nedd4-2
0.525,-0.002429199,2475ChA ex488/em509,Nedd4-2
0.5333333,-0.004968262,2475ChA ex488/em509,Nedd4-2
0.5416667,-0.009851074,2475ChA ex488/em509,Nedd4-2
0.55,-0.01629639,2475ChA ex488/em509,Nedd4-2
0.5583333,-0.02469482,2475ChA ex488/em509,Nedd4-2
0.5666667,-0.03465576,2475ChA ex488/em509,Nedd4-2
0.575,-0.04383545,2475ChA ex488/em509,Nedd4-2
0.5833333,-0.05321045,2475ChA ex488/em509,Nedd4-2
0.5916667,-0.06121826,2475ChA ex488/em509,Nedd4-2
0.6,-0.06668701,2475ChA ex488/em509,Nedd4-2
0.6083333000000001,-0.07000732,2475ChA ex488/em509,Nedd4-2
0.6166666999999999,-0.06942139,2475ChA ex488/em509,Nedd4-2
0.625,-0.06531982,2475ChA ex488/em509,Nedd4-2
0.6333333000000001,-0.05946045,2475ChA ex488/em509,Nedd4-2
0.6416666999999999,-0.05281983,2475ChA ex488/em509,Nedd4-2
0.65,-0.04481201,2475ChA ex488/em509,Nedd4-2
0.6583333,-0.03797607,2475ChA ex488/em509,Nedd4-2
0.6666667,-0.03270264,2475ChA ex488/em509,Nedd4-2
0.675,-0.02801514,2475ChA ex488/em509,Nedd4-2
0.6833333,-0.02489014,2475ChA ex488/em509,Nedd4-2
0.6916667,-0.02410889,2475ChA ex488/em509,Nedd4-2
0.7,-0.02410889,2475ChA ex488/em509,Nedd4-2
0.7083333,-0.02606201,2475ChA ex488/em509,Nedd4-2
0.7166667,-0.02606201,2475ChA ex488/em509,Nedd4-2
0.725,-0.02489014,2475ChA ex488/em509,Nedd4-2
0.7333333000000001,-0.02371826,2475ChA ex488/em509,Nedd4-2
0.7416666999999999,-0.02039795,2475ChA ex488/em509,Nedd4-2
0.75,-0.01590576,2475ChA ex488/em509,Nedd4-2
0.7583333000000001,-0.01121826,2475ChA ex488/em509,Nedd4-2
0.7666666999999999,-0.006921386999999999,2475ChA ex488/em509,Nedd4-2
0.775,-0.001843262,2475ChA ex488/em509,Nedd4-2
0.7833333,0.0005004883,2475ChA ex488/em509,Nedd4-2
0.7916667,0.002453613,2475ChA ex488/em509,Nedd4-2
0.8,0.004602050999999999,2475ChA ex488/em509,Nedd4-2
0.8083333,0.0034301759999999996,2475ChA ex488/em509,Nedd4-2
0.8166667,0.002453613,2475ChA ex488/em509,Nedd4-2
0.825,0.001867676,2475ChA ex488/em509,Nedd4-2
0.8333333,0.0005004883,2475ChA ex488/em509,Nedd4-2
0.8416667,-0.0002807617,2475ChA ex488/em509,Nedd4-2
0.85,-0.0008666992,2475ChA ex488/em509,Nedd4-2
0.8583333000000001,-8.544921999999999e-05,2475ChA ex488/em509,Nedd4-2
0.8666666999999999,0.001867676,2475ChA ex488/em509,Nedd4-2
0.875,0.004797363,2475ChA ex488/em509,Nedd4-2
0.8833333000000001,0.0100708,2475ChA ex488/em509,Nedd4-2
0.8916666999999999,0.01710205,2475ChA ex488/em509,Nedd4-2
0.9,0.02608643,2475ChA ex488/em509,Nedd4-2
0.9083333,0.03370361,2475ChA ex488/em509,Nedd4-2
0.9166667,0.04327393,2475ChA ex488/em509,Nedd4-2
0.925,0.05186768,2475ChA ex488/em509,Nedd4-2
0.9333333,0.06007080000000001,2475ChA ex488/em509,Nedd4-2
0.9416667,0.06749268,2475ChA ex488/em509,Nedd4-2
0.95,0.0725708,2475ChA ex488/em509,Nedd4-2
0.9583333,0.07628174,2475ChA ex488/em509,Nedd4-2
0.9666667,0.07882080000000001,2475ChA ex488/em509,Nedd4-2
0.975,0.08155517,2475ChA ex488/em509,Nedd4-2
0.9833333000000001,0.08253174,2475ChA ex488/em509,Nedd4-2
0.9916666999999999,0.08448486,2475ChA ex488/em509,Nedd4-2
1.0,0.08682861,2475ChA ex488/em509,Nedd4-2
1.008333,0.09014893,2475ChA ex488/em509,Nedd4-2
1.016667,0.09268799,2475ChA ex488/em509,Nedd4-2
1.025,0.09561767,2475ChA ex488/em509,Nedd4-2
1.033333,0.09659424,2475ChA ex488/em509,Nedd4-2
1.041667,0.09776612,2475ChA ex488/em509,Nedd4-2
1.05,0.09620361,2475ChA ex488/em509,Nedd4-2
1.058333,0.09327392,2475ChA ex488/em509,Nedd4-2
1.066667,0.08858643,2475ChA ex488/em509,Nedd4-2
1.075,0.08331299,2475ChA ex488/em509,Nedd4-2
1.083333,0.07803955,2475ChA ex488/em509,Nedd4-2
1.091667,0.07315674,2475ChA ex488/em509,Nedd4-2
1.1,0.06885986,2475ChA ex488/em509,Nedd4-2
1.108333,0.06573486,2475ChA ex488/em509,Nedd4-2
1.116667,0.06456299,2475ChA ex488/em509,Nedd4-2
1.125,0.06456299,2475ChA ex488/em509,Nedd4-2
1.133333,0.06514893,2475ChA ex488/em509,Nedd4-2
1.141667,0.06788330000000001,2475ChA ex488/em509,Nedd4-2
1.15,0.07061768,2475ChA ex488/em509,Nedd4-2
1.158333,0.07491455,2475ChA ex488/em509,Nedd4-2
1.166667,0.08057861,2475ChA ex488/em509,Nedd4-2
1.175,0.08526611,2475ChA ex488/em509,Nedd4-2
1.183333,0.09093018,2475ChA ex488/em509,Nedd4-2
1.191667,0.09678955,2475ChA ex488/em509,Nedd4-2
1.2,0.1028442,2475ChA ex488/em509,Nedd4-2
1.208333,0.1075317,2475ChA ex488/em509,Nedd4-2
1.216667,0.1116333,2475ChA ex488/em509,Nedd4-2
1.225,0.1151489,2475ChA ex488/em509,Nedd4-2
1.233333,0.11866449999999999,2475ChA ex488/em509,Nedd4-2
1.241667,0.12022709999999999,2475ChA ex488/em509,Nedd4-2
1.25,0.1215942,2475ChA ex488/em509,Nedd4-2
1.258333,0.1204224,2475ChA ex488/em509,Nedd4-2
1.266667,0.1172974,2475ChA ex488/em509,Nedd4-2
1.275,0.11143800000000001,2475ChA ex488/em509,Nedd4-2
1.283333,0.1040161,2475ChA ex488/em509,Nedd4-2
1.291667,0.09346924,2475ChA ex488/em509,Nedd4-2
1.3,0.08253174,2475ChA ex488/em509,Nedd4-2
1.308333,0.07315674,2475ChA ex488/em509,Nedd4-2
1.316667,0.06319580000000001,2475ChA ex488/em509,Nedd4-2
1.325,0.05382080000000001,2475ChA ex488/em509,Nedd4-2
1.333333,0.04796143,2475ChA ex488/em509,Nedd4-2
1.341667,0.04522705,2475ChA ex488/em509,Nedd4-2
1.35,0.04346924,2475ChA ex488/em509,Nedd4-2
1.358333,0.04503174,2475ChA ex488/em509,Nedd4-2
1.366667,0.04796143,2475ChA ex488/em509,Nedd4-2
1.375,0.05167236,2475ChA ex488/em509,Nedd4-2
1.383333,0.05538330000000001,2475ChA ex488/em509,Nedd4-2
1.391667,0.06046142,2475ChA ex488/em509,Nedd4-2
1.4,0.06300049,2475ChA ex488/em509,Nedd4-2
1.408333,0.0647583,2475ChA ex488/em509,Nedd4-2
1.416667,0.06729736,2475ChA ex488/em509,Nedd4-2
1.425,0.06827392,2475ChA ex488/em509,Nedd4-2
1.433333,0.07022705,2475ChA ex488/em509,Nedd4-2
1.441667,0.07218017,2475ChA ex488/em509,Nedd4-2
1.45,0.07510986,2475ChA ex488/em509,Nedd4-2
1.458333,0.07706299,2475ChA ex488/em509,Nedd4-2
1.466667,0.07843018,2475ChA ex488/em509,Nedd4-2
1.475,0.0772583,2475ChA ex488/em509,Nedd4-2
1.483333,0.07432862,2475ChA ex488/em509,Nedd4-2
1.491667,0.06983642,2475ChA ex488/em509,Nedd4-2
1.5,0.06280518,2475ChA ex488/em509,Nedd4-2
1.508333,0.05479736,2475ChA ex488/em509,Nedd4-2
1.516667,0.04796143,2475ChA ex488/em509,Nedd4-2
1.525,0.04366455,2475ChA ex488/em509,Nedd4-2
1.533333,0.04014893,2475ChA ex488/em509,Nedd4-2
1.541667,0.03936768,2475ChA ex488/em509,Nedd4-2
1.55,0.0381958,2475ChA ex488/em509,Nedd4-2
1.558333,0.0381958,2475ChA ex488/em509,Nedd4-2
1.566667,0.03780518,2475ChA ex488/em509,Nedd4-2
1.575,0.03546143,2475ChA ex488/em509,Nedd4-2
1.583333,0.03253174,2475ChA ex488/em509,Nedd4-2
1.591667,0.02706299,2475ChA ex488/em509,Nedd4-2
1.6,0.0225708,2475ChA ex488/em509,Nedd4-2
1.608333,0.01690674,2475ChA ex488/em509,Nedd4-2
1.616667,0.01182861,2475ChA ex488/em509,Nedd4-2
1.625,0.007336426,2475ChA ex488/em509,Nedd4-2
1.633333,0.003820801,2475ChA ex488/em509,Nedd4-2
1.6416669999999998,0.001867676,2475ChA ex488/em509,Nedd4-2
1.65,0.001281738,2475ChA ex488/em509,Nedd4-2
1.6583330000000003,0.001477051,2475ChA ex488/em509,Nedd4-2
1.666667,0.003820801,2475ChA ex488/em509,Nedd4-2
1.675,0.007336426,2475ChA ex488/em509,Nedd4-2
1.6833330000000002,0.01124268,2475ChA ex488/em509,Nedd4-2
1.6916669999999998,0.01768799,2475ChA ex488/em509,Nedd4-2
1.7,0.02178955,2475ChA ex488/em509,Nedd4-2
1.708333,0.02550049,2475ChA ex488/em509,Nedd4-2
1.7166669999999997,0.027258299999999996,2475ChA ex488/em509,Nedd4-2
1.725,0.02862549,2475ChA ex488/em509,Nedd4-2
1.7333330000000002,0.02862549,2475ChA ex488/em509,Nedd4-2
1.7416669999999999,0.02843018,2475ChA ex488/em509,Nedd4-2
1.75,0.02960205,2475ChA ex488/em509,Nedd4-2
1.7583330000000001,0.03175049,2475ChA ex488/em509,Nedd4-2
1.7666669999999998,0.035070800000000006,2475ChA ex488/em509,Nedd4-2
1.775,0.03995361,2475ChA ex488/em509,Nedd4-2
1.7833330000000003,0.04522705,2475ChA ex488/em509,Nedd4-2
1.791667,0.04971924,2475ChA ex488/em509,Nedd4-2
1.8,0.05362549,2475ChA ex488/em509,Nedd4-2
1.8083330000000002,0.05616455,2475ChA ex488/em509,Nedd4-2
1.8166669999999998,0.05909424,2475ChA ex488/em509,Nedd4-2
1.825,0.05948486,2475ChA ex488/em509,Nedd4-2
1.833333,0.06085205,2475ChA ex488/em509,Nedd4-2
1.8416669999999997,0.06182861,2475ChA ex488/em509,Nedd4-2
1.85,0.0647583,2475ChA ex488/em509,Nedd4-2
1.8583330000000002,0.06983642,2475ChA ex488/em509,Nedd4-2
1.8666669999999999,0.07413330000000001,2475ChA ex488/em509,Nedd4-2
1.875,0.07940674,2475ChA ex488/em509,Nedd4-2
1.8833330000000001,0.08448486,2475ChA ex488/em509,Nedd4-2
1.8916669999999998,0.08839111,2475ChA ex488/em509,Nedd4-2
1.9,0.09151611,2475ChA ex488/em509,Nedd4-2
1.9083330000000003,0.09405518,2475ChA ex488/em509,Nedd4-2
1.916667,0.09620361,2475ChA ex488/em509,Nedd4-2
1.925,0.09971924,2475ChA ex488/em509,Nedd4-2
1.9333330000000002,0.10323489999999999,2475ChA ex488/em509,Nedd4-2
1.9416669999999998,0.10792239999999999,2475ChA ex488/em509,Nedd4-2
1.95,0.1126099,2475ChA ex488/em509,Nedd4-2
1.958333,0.117102,2475ChA ex488/em509,Nedd4-2
1.9666669999999997,0.1215942,2475ChA ex488/em509,Nedd4-2
1.975,0.12530519999999998,2475ChA ex488/em509,Nedd4-2
1.9833330000000002,0.12823489999999999,2475ChA ex488/em509,Nedd4-2
1.9916669999999999,0.1299927,2475ChA ex488/em509,Nedd4-2
2.0,0.13331300000000001,2475ChA ex488/em509,Nedd4-2
2.0083330000000004,0.1368286,2475ChA ex488/em509,Nedd4-2
2.016667,0.1428833,2475ChA ex488/em509,Nedd4-2
2.025,0.1506958,2475ChA ex488/em509,Nedd4-2
2.0333330000000003,0.1606567,2475ChA ex488/em509,Nedd4-2
2.041667,0.1717896,2475ChA ex488/em509,Nedd4-2
2.05,0.1838989,2475ChA ex488/em509,Nedd4-2
2.058333,0.1954224,2475ChA ex488/em509,Nedd4-2
2.066667,0.2073364,2475ChA ex488/em509,Nedd4-2
2.075,0.2174927,2475ChA ex488/em509,Nedd4-2
2.083333,0.22647710000000001,2475ChA ex488/em509,Nedd4-2
2.0916669999999997,0.23546140000000002,2475ChA ex488/em509,Nedd4-2
2.1,0.24112550000000002,2475ChA ex488/em509,Nedd4-2
2.108333,0.2454224,2475ChA ex488/em509,Nedd4-2
2.1166669999999996,0.24835210000000002,2475ChA ex488/em509,Nedd4-2
2.125,0.24991460000000001,2475ChA ex488/em509,Nedd4-2
2.1333330000000004,0.2495239,2475ChA ex488/em509,Nedd4-2
2.141667,0.2493286,2475ChA ex488/em509,Nedd4-2
2.15,0.2495239,2475ChA ex488/em509,Nedd4-2
2.1583330000000003,0.2506958,2475ChA ex488/em509,Nedd4-2
2.166667,0.2528442,2475ChA ex488/em509,Nedd4-2
2.175,0.2575317,2475ChA ex488/em509,Nedd4-2
2.183333,0.26319580000000004,2475ChA ex488/em509,Nedd4-2
2.191667,0.27100830000000004,2475ChA ex488/em509,Nedd4-2
2.2,0.2776489,2475ChA ex488/em509,Nedd4-2
2.208333,0.28370359999999994,2475ChA ex488/em509,Nedd4-2
2.2166669999999997,0.2893677,2475ChA ex488/em509,Nedd4-2
2.225,0.2909302,2475ChA ex488/em509,Nedd4-2
2.233333,0.29112550000000004,2475ChA ex488/em509,Nedd4-2
2.2416669999999996,0.2881958,2475ChA ex488/em509,Nedd4-2
2.25,0.2835083,2475ChA ex488/em509,Nedd4-2
2.2583330000000004,0.27745359999999997,2475ChA ex488/em509,Nedd4-2
2.266667,0.2704224,2475ChA ex488/em509,Nedd4-2
2.275,0.2622193,2475ChA ex488/em509,Nedd4-2
2.2833330000000003,0.25655520000000004,2475ChA ex488/em509,Nedd4-2
2.291667,0.2518677,2475ChA ex488/em509,Nedd4-2
2.3,0.2501099,2475ChA ex488/em509,Nedd4-2
2.308333,0.2497192,2475ChA ex488/em509,Nedd4-2
2.316667,0.2518677,2475ChA ex488/em509,Nedd4-2
2.325,0.2547974,2475ChA ex488/em509,Nedd4-2
2.333333,0.2590942,2475ChA ex488/em509,Nedd4-2
2.3416669999999997,0.2618286,2475ChA ex488/em509,Nedd4-2
2.35,0.2635864,2475ChA ex488/em509,Nedd4-2
2.358333,0.2653442,2475ChA ex488/em509,Nedd4-2
2.3666669999999996,0.2635864,2475ChA ex488/em509,Nedd4-2
2.375,0.2620239,2475ChA ex488/em509,Nedd4-2
2.3833330000000004,0.2571411,2475ChA ex488/em509,Nedd4-2
2.391667,0.2510864,2475ChA ex488/em509,Nedd4-2
2.4,0.2450317,2475ChA ex488/em509,Nedd4-2
2.4083330000000003,0.2372192,2475ChA ex488/em509,Nedd4-2
2.416667,0.2294067,2475ChA ex488/em509,Nedd4-2
2.425,0.2206177,2475ChA ex488/em509,Nedd4-2
2.433333,0.2137817,2475ChA ex488/em509,Nedd4-2
2.441667,0.208313,2475ChA ex488/em509,Nedd4-2
2.45,0.20421140000000002,2475ChA ex488/em509,Nedd4-2
2.458333,0.2018677,2475ChA ex488/em509,Nedd4-2
2.4666669999999997,0.20089110000000002,2475ChA ex488/em509,Nedd4-2
2.475,0.2032349,2475ChA ex488/em509,Nedd4-2
2.483333,0.2047974,2475ChA ex488/em509,Nedd4-2
2.4916669999999996,0.2069458,2475ChA ex488/em509,Nedd4-2
2.5,0.20928960000000002,2475ChA ex488/em509,Nedd4-2
2.5083330000000004,0.2090942,2475ChA ex488/em509,Nedd4-2
2.516667,0.208313,2475ChA ex488/em509,Nedd4-2
2.525,0.20538330000000002,2475ChA ex488/em509,Nedd4-2
2.5333330000000003,0.20069579999999998,2475ChA ex488/em509,Nedd4-2
2.541667,0.1967895,2475ChA ex488/em509,Nedd4-2
2.55,0.192102,2475ChA ex488/em509,Nedd4-2
2.558333,0.189563,2475ChA ex488/em509,Nedd4-2
2.566667,0.19073489999999999,2475ChA ex488/em509,Nedd4-2
2.575,0.1952271,2475ChA ex488/em509,Nedd4-2
2.583333,0.2024536,2475ChA ex488/em509,Nedd4-2
2.5916669999999997,0.2124145,2475ChA ex488/em509,Nedd4-2
2.6,0.2241333,2475ChA ex488/em509,Nedd4-2
2.608333,0.23428960000000001,2475ChA ex488/em509,Nedd4-2
2.6166669999999996,0.24210210000000001,2475ChA ex488/em509,Nedd4-2
2.625,0.2467895,2475ChA ex488/em509,Nedd4-2
2.6333330000000004,0.2467895,2475ChA ex488/em509,Nedd4-2
2.641667,0.2442505,2475ChA ex488/em509,Nedd4-2
2.65,0.2381958,2475ChA ex488/em509,Nedd4-2
2.6583330000000003,0.23331300000000002,2475ChA ex488/em509,Nedd4-2
2.666667,0.2258911,2475ChA ex488/em509,Nedd4-2
2.675,0.2196411,2475ChA ex488/em509,Nedd4-2
2.683333,0.21651610000000002,2475ChA ex488/em509,Nedd4-2
2.691667,0.214563,2475ChA ex488/em509,Nedd4-2
2.7,0.21436770000000002,2475ChA ex488/em509,Nedd4-2
2.708333,0.2147583,2475ChA ex488/em509,Nedd4-2
2.7166669999999997,0.2167114,2475ChA ex488/em509,Nedd4-2
2.725,0.2184692,2475ChA ex488/em509,Nedd4-2
2.733333,0.220813,2475ChA ex488/em509,Nedd4-2
2.7416669999999996,0.22178960000000003,2475ChA ex488/em509,Nedd4-2
2.75,0.2213989,2475ChA ex488/em509,Nedd4-2
2.7583330000000004,0.21768800000000002,2475ChA ex488/em509,Nedd4-2
2.766667,0.2133911,2475ChA ex488/em509,Nedd4-2
2.775,0.20655520000000002,2475ChA ex488/em509,Nedd4-2
2.7833330000000003,0.19874270000000002,2475ChA ex488/em509,Nedd4-2
2.791667,0.1899536,2475ChA ex488/em509,Nedd4-2
2.8,0.18311770000000002,2475ChA ex488/em509,Nedd4-2
2.808333,0.17745360000000002,2475ChA ex488/em509,Nedd4-2
2.816667,0.17510989999999999,2475ChA ex488/em509,Nedd4-2
2.825,0.1758911,2475ChA ex488/em509,Nedd4-2
2.833333,0.1790161,2475ChA ex488/em509,Nedd4-2
2.8416669999999997,0.18448489999999998,2475ChA ex488/em509,Nedd4-2
2.85,0.1897583,2475ChA ex488/em509,Nedd4-2
2.858333,0.1952271,2475ChA ex488/em509,Nedd4-2
2.8666669999999996,0.19874270000000002,2475ChA ex488/em509,Nedd4-2
2.875,0.2014771,2475ChA ex488/em509,Nedd4-2
2.8833330000000004,0.2030396,2475ChA ex488/em509,Nedd4-2
2.891667,0.205188,2475ChA ex488/em509,Nedd4-2
2.9,0.2063599,2475ChA ex488/em509,Nedd4-2
2.9083330000000003,0.2067505,2475ChA ex488/em509,Nedd4-2
2.916667,0.20870360000000002,2475ChA ex488/em509,Nedd4-2
2.925,0.2112427,2475ChA ex488/em509,Nedd4-2
2.933333,0.2130005,2475ChA ex488/em509,Nedd4-2
2.941667,0.21593020000000002,2475ChA ex488/em509,Nedd4-2
2.95,0.21866460000000001,2475ChA ex488/em509,Nedd4-2
2.958333,0.2223755,2475ChA ex488/em509,Nedd4-2
2.9666669999999997,0.2256958,2475ChA ex488/em509,Nedd4-2
2.975,0.2290161,2475ChA ex488/em509,Nedd4-2
2.983333,0.23155520000000002,2475ChA ex488/em509,Nedd4-2
2.9916669999999996,0.2331177,2475ChA ex488/em509,Nedd4-2
3.0,0.23487550000000001,2475ChA ex488/em509,Nedd4-2
3.0083330000000004,0.2362427,2475ChA ex488/em509,Nedd4-2
3.016667,0.2387817,2475ChA ex488/em509,Nedd4-2
3.025,0.2409302,2475ChA ex488/em509,Nedd4-2
3.0333330000000003,0.2442505,2475ChA ex488/em509,Nedd4-2
3.041667,0.2481567,2475ChA ex488/em509,Nedd4-2
3.05,0.2505005,2475ChA ex488/em509,Nedd4-2
3.058333,0.2522583,2475ChA ex488/em509,Nedd4-2
3.066667,0.2516724,2475ChA ex488/em509,Nedd4-2
3.075,0.24776610000000002,2475ChA ex488/em509,Nedd4-2
3.083333,0.24268800000000001,2475ChA ex488/em509,Nedd4-2
3.0916669999999997,0.2350708,2475ChA ex488/em509,Nedd4-2
3.1,0.2260864,2475ChA ex488/em509,Nedd4-2
3.108333,0.2178833,2475ChA ex488/em509,Nedd4-2
3.1166669999999996,0.2116333,2475ChA ex488/em509,Nedd4-2
3.125,0.207727,2475ChA ex488/em509,Nedd4-2
3.1333330000000004,0.2071411,2475ChA ex488/em509,Nedd4-2
3.141667,0.20948490000000003,2475ChA ex488/em509,Nedd4-2
3.15,0.2133911,2475ChA ex488/em509,Nedd4-2
3.1583330000000003,0.2174927,2475ChA ex488/em509,Nedd4-2
3.166667,0.2200317,2475ChA ex488/em509,Nedd4-2
3.175,0.22218020000000002,2475ChA ex488/em509,Nedd4-2
3.183333,0.22218020000000002,2475ChA ex488/em509,Nedd4-2
3.191667,0.220227,2475ChA ex488/em509,Nedd4-2
3.2,0.21866460000000001,2475ChA ex488/em509,Nedd4-2
3.208333,0.21866460000000001,2475ChA ex488/em509,Nedd4-2
3.2166669999999997,0.220227,2475ChA ex488/em509,Nedd4-2
3.225,0.2253052,2475ChA ex488/em509,Nedd4-2
3.233333,0.23214110000000002,2475ChA ex488/em509,Nedd4-2
3.2416669999999996,0.2401489,2475ChA ex488/em509,Nedd4-2
3.25,0.24991460000000001,2475ChA ex488/em509,Nedd4-2
3.2583330000000004,0.2606567,2475ChA ex488/em509,Nedd4-2
3.266667,0.2723755,2475ChA ex488/em509,Nedd4-2
3.275,0.2831177,2475ChA ex488/em509,Nedd4-2
3.2833330000000003,0.2936645,2475ChA ex488/em509,Nedd4-2
3.291667,0.305188,2475ChA ex488/em509,Nedd4-2
3.3,0.3153442,2475ChA ex488/em509,Nedd4-2
3.308333,0.323938,2475ChA ex488/em509,Nedd4-2
3.316667,0.3303833,2475ChA ex488/em509,Nedd4-2
3.325,0.33370359999999993,2475ChA ex488/em509,Nedd4-2
3.333333,0.33448490000000003,2475ChA ex488/em509,Nedd4-2
3.3416669999999997,0.3319458,2475ChA ex488/em509,Nedd4-2
3.35,0.3272583,2475ChA ex488/em509,Nedd4-2
3.358333,0.3213989,2475ChA ex488/em509,Nedd4-2
3.3666669999999996,0.3167114,2475ChA ex488/em509,Nedd4-2
3.375,0.3124146,2475ChA ex488/em509,Nedd4-2
3.3833330000000004,0.3106567,2475ChA ex488/em509,Nedd4-2
3.391667,0.3120239,2475ChA ex488/em509,Nedd4-2
3.4,0.31495359999999994,2475ChA ex488/em509,Nedd4-2
3.4083330000000003,0.3204224,2475ChA ex488/em509,Nedd4-2
3.416667,0.32686770000000004,2475ChA ex488/em509,Nedd4-2
3.425,0.33214109999999997,2475ChA ex488/em509,Nedd4-2
3.433333,0.339563,2475ChA ex488/em509,Nedd4-2
3.441667,0.3456177,2475ChA ex488/em509,Nedd4-2
3.45,0.35303959999999995,2475ChA ex488/em509,Nedd4-2
3.458333,0.3598755,2475ChA ex488/em509,Nedd4-2
3.4666669999999997,0.3651489,2475ChA ex488/em509,Nedd4-2
3.475,0.37042240000000004,2475ChA ex488/em509,Nedd4-2
3.483333,0.3756958,2475ChA ex488/em509,Nedd4-2
3.4916669999999996,0.3794068,2475ChA ex488/em509,Nedd4-2
3.5,0.3825317,2475ChA ex488/em509,Nedd4-2
3.5083330000000004,0.38604740000000004,2475ChA ex488/em509,Nedd4-2
3.516667,0.3876099,2475ChA ex488/em509,Nedd4-2
3.525,0.38839109999999993,2475ChA ex488/em509,Nedd4-2
3.5333330000000003,0.38995359999999996,2475ChA ex488/em509,Nedd4-2
3.541667,0.3905396,2475ChA ex488/em509,Nedd4-2
3.55,0.3917114,2475ChA ex488/em509,Nedd4-2
3.558333,0.3942505,2475ChA ex488/em509,Nedd4-2
3.566667,0.3956177,2475ChA ex488/em509,Nedd4-2
3.575,0.3987427,2475ChA ex488/em509,Nedd4-2
3.583333,0.401477,2475ChA ex488/em509,Nedd4-2
3.5916669999999997,0.4030395,2475ChA ex488/em509,Nedd4-2
